Year,LogSalePrice,SqftLot,SqftAbove,SqftBasement,SqftLawn,Floors,Bedrooms,Bathrooms,Kitchens,Condition,Grade,OnlineGrade,YearsSince1900Built
2014,13.58609739,8630,2830,0,4362,2,2,2.5,1,3,10,7.9,101
2015,13.12789803,9840,1200,500,2622,1,3,1.75,0,4,8,8.3,76
2015,12.31447852,6411,1110,0,3720,1,2,1,0,3,6,6.5,44
2014,12.89909482,64694,1450,700,19551,1,4,3,0,3,8,7.3,69
2014,13.49805633,13684,2650,0,3281,2,4,2.5,1,3,9,7.7,94
2014,13.65299163,65556,3870,0,19940,2,5,3.5,1,3,10,7.8,94
2014,13.17115354,17856,2530,0,2902,2,4,2.75,1,3,8,7.1,98
2014,12.45683136,7850,1450,0,4682,1.5,3,1,1,5,7,8.5,10
2014,12.97964708,3360,2200,0,0,2,3,2.5,1,3,8,7,109
2015,12.66016918,9623,1290,600,2615,1,4,1.75,0,4,7,7.8,69
2014,13.12236338,14633,1100,430,4717,1,3,1.75,0,3,7,7.1,77
2014,12.61153775,8911,1590,0,2118,1,3,1.5,0,3,7,6.8,56
2014,13.3770056,18653,2690,0,5789,2,4,2.5,1,3,8,7.3,85
2014,12.31268238,10125,990,0,5806,1,3,1,0,3,7,6.8,72
2014,12.52452638,8099,1080,220,1740,1,3,1.75,0,4,7,7.8,76
2015,13.11835536,6570,1720,0,1473,1.5,3,1.5,1,4,8,8.2,9
2014,13.59236701,75794,2080,0,22579,1,3,1.75,0,3,7,7.3,58
2014,12.60148742,8234,1840,0,1866,2,3,2.5,1,3,8,7.3,94
2015,13.34550693,6000,2560,1450,622,2,5,3.5,1,3,9,7.8,97
2014,13.55414579,6187,3560,0,0,2,4,2.5,1,3,9,7.6,103
2014,13.15579815,4635,1540,100,2579,1.5,3,2.25,1,3,8,7.4,30
2014,12.38002595,6350,530,0,0,1,1,1,0,5,5,7.9,41
2014,12.36542406,15375,1140,850,4350,1,3,1,0,3,7,6.9,46
2014,12.34800614,7245,1160,530,0,1,3,2.25,0,3,7,6.7,73
2014,13.27936713,16777,1620,1050,7094,1.5,5,2.5,1,4,7,8.2,20
2014,13.50490098,3876,1450,480,0,1.5,4,1.75,1,5,7,9.4,24
2014,12.78814859,3880,810,0,3880,1,2,1,0,3,7,6.8,52
2014,13.18063229,3680,1050,500,1068,1,3,1.75,0,3,7,7,27
2014,12.84132585,10720,2640,0,3661,2,4,2.5,1,3,8,7.3,99
2015,13.07107008,10046,2320,0,0,2,4,2.5,1,3,7,7.2,106
2015,12.8967167,73616,2170,0,19508,1,3,1.75,0,3,7,6.9,108
2014,13.39999511,5750,1040,1040,0,1,3,2,0,5,7,8.8,26
2014,12.89921983,10488,1080,990,2614,1,5,2.25,0,4,7,7.8,58
2014,12.99453001,4850,800,0,2871,1,2,1,0,4,7,8.4,44
2015,12.81148091,14383,1270,770,4530,1,4,2.25,0,4,8,8,77
2015,13.34910046,10677,2830,0,5281,2,4,2.5,1,3,9,8,93
2014,12.83721143,7560,1100,380,1747,1,3,1.75,0,3,6,7,20
2015,11.99535161,6750,1280,530,0,1,3,2.25,0,3,7,6.8,78
2014,13.5670492,2600,1970,0,2542,2.5,3,2.75,1,3,8,7.4,24
2014,13.46595308,4316,1520,1130,4264,1.5,4,2.5,1,3,8,7.4,5
2014,13.01700286,15233,1820,1000,3765,1,4,2.5,0,4,9,8.6,72
2014,12.64754819,7880,1000,400,6978,1,3,2.75,0,3,7,7.1,81
2014,13.09190417,6065,1580,0,210,2,3,2.5,1,3,8,7.3,85
2014,13.09190417,11034,1800,0,0,2,3,2.5,1,4,8,8.1,87
2014,13.49392693,6000,2640,720,2276,2,5,3.75,1,3,8,7.5,63
2014,12.1281111,17040,1510,0,1773,1,3,1,0,4,6,7.4,75
2014,14.45208739,9345,4285,0,2807,2,4,4.25,1,3,10,8.3,113
2015,12.46843691,7423,1610,0,3299,2,3,2.25,1,4,7,7.6,90
2015,12.78268601,5074,2470,0,1026,2,4,2.5,1,3,8,7.2,104
2015,12.32476638,7220,1200,0,1882,1,3,1,0,3,6,6.7,77
2014,13.00582956,8910,1260,0,3008,1,3,1,0,4,7,7.7,49
2014,12.78268601,4095,920,0,1490,1,2,1,0,4,6,7.7,14
2014,13.54140261,8250,1440,1100,4431,1,5,2.75,0,4,7,7.9,53
2015,13.25689427,5143,1870,0,884,1,2,2,0,3,8,7.5,105
2014,13.78505135,9950,1810,1250,2314,1.5,3,2.25,1,4,9,8.7,30
2014,12.76125003,8628,1950,0,1937,2,4,2.5,1,3,8,7.3,94
2014,13.19095617,40250,1730,0,12595,2,3,1.5,1,4,8,8.3,83
2014,13.47302025,9600,1620,950,3550,1,5,2.5,0,3,8,7.1,56
2014,13.5211395,9800,1140,350,5902,1,3,1.75,0,4,7,7.9,47
2014,12.77987307,8265,2040,0,3571,2,4,2.5,1,3,7,6.8,96
2015,12.71589777,5505,2690,0,3706,2,4,2.5,1,3,8,7.4,104
2014,12.54966235,6000,1610,0,738,2,3,2.5,1,4,7,7.8,93
2014,13.64175223,5400,1410,1110,0,1.5,3,2,1,4,8,8.3,6
2015,12.97618087,8134,1550,0,1766,1,3,1.75,0,4,7,8.2,59
2014,13.34550693,4800,900,900,0,1,3,1,0,4,9,8.6,27
2014,12.25475328,6134,1170,0,1243,1,3,1,0,4,7,7.8,48
2014,12.06681058,13531,900,0,4091,1,2,1,0,3,6,6.5,79
2015,13.51440547,8540,1730,1070,0,1,4,2,0,4,8,8,77
2014,13.15773052,4500,1830,0,2323,1.5,3,1.75,1,4,7,7.7,9
2015,13.19747085,3225,940,440,1558,1,3,1.75,0,4,7,7.9,15
2015,13.26212532,9600,1530,460,3265,1,3,2.75,0,3,8,7.4,78
2015,13.18063229,976,780,390,0,2,2,1.75,1,3,9,7.6,110
2014,12.39679631,54014,1400,0,18671,1.5,4,1.75,1,4,7,7.9,35
2015,13.84506936,11200,1770,850,9385,1,4,2.5,0,4,8,8.7,62
2014,12.34583459,7500,880,0,1189,1,3,1,0,3,7,7,78
2015,12.76568843,7500,1460,800,3871,1,4,2.5,0,3,8,7.3,65
2015,13.29631668,11520,1300,0,2956,1,3,1,0,3,6,6.9,58
2014,12.99453001,6829,1450,0,0,1,3,1.75,0,3,8,7.3,83
2015,13.21767356,6000,1110,0,2403,1,3,1,0,3,7,7.2,4
2014,13.75363515,5940,1470,420,2314,1,4,2.25,0,3,9,7.8,63
2014,12.8346813,1751,940,160,0,2,3,1.5,1,3,8,7.4,107
2014,13.24899603,4592,1070,280,117,1,2,1.5,0,3,7,7,39
2014,13.50762578,50800,1510,1510,15765,1,3,2.5,0,5,8,9.2,68
2014,11.64395373,5200,730,0,0,1,2,1,0,3,6,6.7,28
2014,13.31793016,3600,1010,380,3600,1,2,1,0,4,7,8.1,13
2014,13.00019574,47419,2170,540,16308,1.5,3,1.5,1,3,7,7.1,80
2014,12.85265219,5250,1110,420,144,1,4,2,0,3,7,6.9,81
2014,12.70684793,3978,1340,830,232,1,3,2,0,5,7,8.6,19
2014,11.40756495,2640,790,0,2123,1,2,1,0,3,7,6.7,73
2014,12.65075847,8625,1160,0,3916,1,2,1.75,0,4,6,7.6,41
2014,12.73375539,8100,1080,0,3231,1,3,1,0,4,7,7.9,55
2014,12.65395847,8000,2190,0,0,1,3,1.75,0,4,8,8,67
2014,13.33437318,6500,2030,0,1896,2,3,2.5,1,3,8,7.2,88
2014,12.69158046,8755,2480,0,2834,2,3,2.25,1,3,8,7.3,79
2014,12.39669301,7620,1120,1120,2574,1,4,1,0,3,7,6.8,66
2014,12.80490915,7311,860,790,0,1,2,1.5,0,3,7,7,78
2014,13.20854107,5750,1450,250,4474,1.5,3,1.75,1,5,7,8.8,25
2014,13.00582956,16173,2790,0,6667,2,3,2.5,1,3,10,7.9,88
2014,13.89755127,10830,3010,0,3752,2,4,2.75,1,4,9,8.8,80
2014,13.39999511,10000,1290,1260,0,1,4,2.5,0,3,8,7.6,64
2014,13.64709191,35610,2880,0,15446,1,4,2.5,0,3,10,7.9,89
2014,12.9408415,4000,1060,1030,1463,1,4,2,0,3,6,6.7,7
2015,12.27279628,5200,740,0,3239,1,2,1,0,4,5,7,52
2014,12.89921983,6200,960,0,264,1,2,1.75,0,4,7,8,46
2015,13.54100792,7560,2100,0,32,2,4,3.5,1,5,8,9.3,105
2015,13.80546022,5930,2540,0,357,2,4,2.5,1,3,9,7.9,103
2014,13.47302025,10250,1650,0,5433,1,3,1.75,0,5,8,9.4,63
2014,12.66032792,4600,770,0,1059,1,1,0.75,0,4,6,7.7,10
2014,13.15192218,14810,1500,780,3124,1,4,2.5,0,5,8,9.4,77
2014,13.36609356,3729,970,690,2326,1,3,2,0,5,7,8.7,22
2015,12.82125828,8100,1160,860,192,1.5,4,2,1,4,7,7.8,46
2015,12.12269104,14850,970,0,5618,1,3,1,0,3,7,7.2,68
2014,13.27731374,6600,2480,0,0,2,3,2.5,1,3,8,7.2,102
2014,12.64271337,7320,1250,0,275,1,3,1,0,3,7,6.9,68
2015,14.48845503,31353,4430,0,7747,2,4,4,1,3,12,8.7,98
2014,12.60819885,5000,740,0,0,1,1,1,0,3,7,7,23
2014,12.27839331,7200,710,0,1371,1,2,1,0,3,6,6.6,43
2014,12.92391244,10500,1820,150,1940,1,4,2,0,3,8,7.5,61
2014,13.07736601,6000,820,0,2222,1,2,1,0,3,7,7.1,39
2014,12.97386337,6500,1000,0,3887,1,2,1,0,4,7,8,18
2014,13.36138028,35430,3080,0,8885,2,4,2.5,1,3,9,7.8,97
2015,13.38164598,12000,2410,0,3888,2,5,2.25,1,4,8,8.2,73
2014,13.36922346,11172,2370,0,4133,2,3,2.5,1,3,9,7.4,93
2014,13.74595467,6705,3450,1240,0,2,5,4.5,1,3,10,8.1,95
2014,13.635187,6815,2280,0,3473,1,2,2,0,3,8,7.3,102
2014,13.06000914,7020,1030,500,903,1,2,1.75,0,3,7,7,42
2014,13.2827801,52595,3610,0,17855,2,5,3.5,1,4,7,8,89
2014,13.42677719,3600,990,750,2051,1,3,2,0,5,7,8.6,23
2014,13.88783122,9200,2100,1500,2978,1,4,3,0,4,9,8.9,76
2014,13.41652442,5700,1750,1380,27,1.5,4,3,1,3,7,7.1,53
2014,13.45166712,9780,3940,0,4994,2,5,3.25,1,3,9,7.5,107
2014,12.23076526,13320,1100,1100,3259,1,4,2,0,3,6,6.4,44
2015,12.76568843,7200,1510,0,0,1.5,4,1,1,4,7,8,55
2014,12.79385931,7930,1560,0,1323,2,3,1.75,1,4,7,7.8,80
2014,12.65714508,4198,1870,0,2380,2,4,2.25,1,3,7,7,108
2015,12.61153775,7225,1690,380,1160,1,3,2.25,0,3,8,7.5,79
2015,13.02143746,11747,830,830,2687,1,2,1.75,0,3,7,7.1,81
2015,13.11332263,57934,2010,0,20742,1,3,2.5,0,3,7,6.9,78
2014,12.57071576,40500,1410,0,11331,1,3,1,0,4,7,7.5,61
2015,12.33486156,7194,1820,0,6412,1,3,1.75,0,4,7,7.5,67
2014,13.06250721,16420,2560,0,0,2,3,2.5,1,4,8,8.1,89
2014,13.50762578,4187,2450,0,0,2,4,2.75,1,3,8,7.4,110
2014,13.50079981,4400,2010,1100,0,1.5,7,2.75,1,5,7,8.7,14
2014,12.92877863,7000,2210,0,3921,2,3,2.5,1,4,8,8.5,85
2014,13.28703,6326,2630,0,0,2,4,2.5,1,3,9,7.6,108
2014,12.58107855,8636,1550,800,0,1,7,1,0,3,7,7,62
2015,14.07787482,7680,3460,990,0,2,5,3.75,1,3,9,7.6,110
2014,12.15477935,10458,1200,0,5705,1,3,1,0,4,6,7.3,61
2015,13.03068659,7733,1210,0,1933,1,2,1.75,0,3,6,7,4
2014,12.32385568,8470,970,320,0,1,3,1,0,4,7,8,66
2015,14.50865774,21064,2290,1200,5545,1,3,2.5,0,3,10,8.5,68
2014,13.51440547,15091,3360,0,291,2,4,2.5,1,3,9,7.8,97
2014,13.05408454,5511,1330,1330,5511,1,3,1.75,0,3,8,7,48
2014,12.86099861,7554,770,0,1638,1,2,1,0,3,6,6.8,46
2014,13.41503299,4763,1240,560,3049,2,3,2.5,1,3,7,7,85
2015,13.12236338,5760,1660,1240,41,1,4,2.5,0,4,8,8.2,59
2014,12.77266405,6000,1430,0,2671,1,3,2,0,5,7,8.5,45
2014,13.41486581,7591,2550,0,316,2,4,2.75,1,3,9,7.8,89
2014,12.91164235,7300,1310,0,4097,1,3,2.75,0,3,7,6.7,57
2014,13.15773052,8000,1430,0,2187,1,3,1.5,0,4,7,8.1,56
2014,12.54254488,6288,1120,760,6288,1,4,1,0,3,7,6.8,74
2014,12.98310131,2375,1600,0,0,2,3,2.5,1,3,7,6.9,105
2015,12.66016918,9732,1760,0,7724,1,3,2,0,3,7,6.9,96
2015,12.25438651,3003,1180,0,0,2,2,2,1,3,6,6.6,105
2015,13.3534751,31705,2330,0,11530,2,4,2.5,1,4,8,8.2,80
2014,12.99906516,12688,1960,0,1094,1.5,4,1.5,1,4,7,7.9,62
2015,12.7367009,13440,1140,0,8226,1,4,1,0,2,5,5.4,44
2014,12.34583459,6956,1400,0,4534,1,3,1.75,0,4,7,7.6,57
2014,13.112717,22120,1410,1300,6682,1,5,2.25,0,3,7,7,55
2015,13.71015004,6745,3510,0,1468,2,4,2.5,1,3,10,8.1,98
2015,12.4874851,4600,910,0,1950,1,2,1,0,3,5,6.2,17
2015,13.10113974,65558,1330,760,17076,1,3,1.75,0,3,8,7.4,77
2015,12.72188581,44866,1410,0,12824,1,3,2,0,4,7,8,85
2014,13.27936713,12700,2240,810,2874,2,3,3.25,1,3,8,7.7,90
2014,13.59236701,7200,1010,1000,3156,1,4,2.25,0,4,8,8.4,50
2014,12.84660988,53578,2120,0,17010,2,4,2.25,1,4,7,7.8,85
2014,13.07107008,8000,1270,0,5367,1,3,1,0,4,6,7.3,59
2014,13.16158409,8800,1150,520,849,1,3,2,0,4,7,8,61
2015,13.15192218,4338,1800,0,0,2,4,2.5,1,3,8,7.1,101
2015,13.26646372,5515,940,700,0,1,2,1,0,4,7,7.9,26
2014,12.5058068,9672,1110,630,3622,1,3,2.25,0,4,7,7.5,63
2014,12.70381303,5952,1150,450,377,1,3,1,0,4,7,8,64
2015,13.03571557,1920,1280,0,0,1.5,3,1.5,1,3,7,7.2,5
2015,13.69897674,11171,1480,0,1386,1.5,4,2,1,4,6,7.6,47
2015,12.79801732,7334,1980,0,4721,2,4,2.5,1,3,7,6.7,103
2014,14.7457042,10626,3730,0,4184,1,5,3.25,0,4,10,9.1,63
2014,12.69158046,8374,900,0,1960,1,2,1,0,3,7,6.9,84
2014,14.4306962,6000,3480,0,486,3,4,3.25,2,3,8,7.5,114
2014,13.75894021,13367,1420,1420,1666,1,4,2,0,3,7,7.1,52
2014,12.82125828,4244,2490,0,1993,2,3,2.5,1,3,9,7.8,105
2015,12.67607627,7111,1490,0,956,2,0,2.5,1,3,7,6.8,99
2014,13.01700286,4908,1510,0,182,1,2,2,0,3,8,7.5,106
2015,13.59236701,18303,2900,0,7676,2,4,2.5,1,4,10,9.1,94
2014,13.42394836,3825,2240,0,0,2,3,2.5,1,3,7,7.1,95
2015,14.05649403,5000,2040,0,1742,2,4,1.75,1,4,9,8.9,21
2014,12.5776362,7980,1460,0,537,1,3,1.75,0,3,7,6.8,72
2014,11.97035031,8925,990,0,1122,1,3,1.5,0,4,7,7.7,62
2014,12.84779494,9389,1140,830,1376,1,4,1.75,0,5,7,8.8,60
2014,13.27594247,4000,2660,0,0,2,4,2.5,1,3,8,7.1,101
2014,11.91839057,5700,870,0,3595,1,2,1,0,4,6,7.2,57
2014,12.47418956,6992,1740,0,0,2,3,2.5,1,3,7,6.9,90
2014,12.53537639,3777,2290,0,2989,2,4,2.5,1,3,7,6.9,104
2014,13.22672339,7140,1290,880,2899,1,4,2.75,0,3,8,7.2,77
2014,12.77987307,8173,1470,570,411,1,3,1.75,0,3,7,7.2,58
2014,12.8346813,6650,1770,0,1693,1,4,1.5,0,3,7,6.9,58
2014,12.3327053,12681,1380,1000,3151,1,3,1.75,0,1,6,4.9,18
2014,12.72188581,103672,2030,0,31180,1,4,2,0,4,7,8,69
2014,13.42984808,23900,1820,450,9836,1,3,2.25,0,3,9,7.5,75
2015,13.4393615,5025,1390,0,0,1.5,2,1.75,1,4,8,8.4,28
2014,12.92391244,26642,1180,350,10658,1,3,1.75,0,3,7,7.2,88
2014,12.95984445,13300,1230,200,2444,1.5,2,1,1,3,6,6.9,21
2015,13.24014641,7549,2030,0,4586,1,3,2.5,0,3,8,7.5,88
2014,12.7512997,6976,2390,0,3295,2,4,2.5,1,3,7,7.1,103
2015,13.34949895,11500,1640,900,0,1,4,2.5,0,4,8,8.4,79
2015,12.77987307,36300,1890,0,9169,1,3,1,0,3,7,7,62
2015,12.72188581,5876,1870,0,2500,2,3,2.25,1,3,7,6.9,86
2015,12.76568843,4228,1780,0,0,1,4,3,0,3,7,7.1,53
2015,13.28787782,58370,1610,0,18604,1,3,1,0,3,7,7.2,78
2014,12.43718437,6788,1420,0,3905,2,3,2,1,3,7,6.8,90
2015,14.07402125,9270,2220,2220,0,1,5,4,0,5,10,9.7,68
2014,13.46595308,5001,1820,0,749,2,4,2,1,3,7,7.1,47
2014,13.11835536,8400,1180,440,4456,1,3,2,0,3,7,6.8,68
2014,12.65235975,7227,870,0,3728,1,2,1,0,3,7,6.9,48
2014,12.46843691,5375,1060,770,526,1,4,1.75,0,2,7,6.2,62
2015,12.25462469,9600,2290,0,0,1,3,1.5,0,4,7,7.9,67
2015,13.32121424,10402,1110,0,2292,1,3,1.75,0,4,7,7.9,67
2014,13.12236338,7100,1440,0,96,1.5,4,1,1,3,7,6.9,6
2015,13.65299163,7050,1570,1500,523,1,3,3.5,0,3,8,7.6,28
2015,13.44299655,11700,1480,960,3870,1,4,2.5,0,5,8,9.4,61
2014,13.06048797,4680,2410,0,0,2,4,2,1,3,9,7.7,74
2014,13.36922346,5175,2130,140,0,2,3,3,1,3,9,7.6,102
2014,12.5776362,7200,1590,750,638,1,4,1.75,0,3,8,7.2,60
2014,12.46265097,9000,1800,0,1601,2,3,2.5,1,3,7,6.8,83
2014,13.91082074,7597,1550,660,4136,1,4,3.5,0,4,9,8.5,77
2014,12.94800999,22320,1250,570,4409,1,3,1.75,0,3,7,7,77
2014,12.34583459,9083,1190,0,321,1,3,1,0,3,7,6.6,55
2015,12.43718437,6865,1400,0,5686,1,3,1.5,0,4,7,7.7,86
2014,13.15192218,4506,2600,0,4506,2,3,2.5,1,3,8,7.4,103
2014,12.95984445,4635,910,0,3909,1,2,1,0,4,6,7.6,5
2015,13.26212532,2320,1760,0,464,2,3,2.5,1,3,8,7.2,94
2014,12.87390202,5160,860,0,0,1,2,1,0,4,7,8,9
2014,13.23836705,9800,1780,530,2503,1,4,2.25,0,3,8,7.4,68
2015,14.11561515,3728,1820,180,0,1.5,4,1.75,1,4,9,8.9,26
2014,13.635187,7830,1490,970,0,1,5,2.75,0,5,9,9.6,55
2015,12.40901349,15000,1020,0,6092,1.5,2,1,1,3,6,6.6,33
2014,13.07149105,3980,1670,0,1795,2,3,2.5,1,3,8,7.7,100
2014,12.95984445,5024,790,0,3492,1,2,1,0,4,7,8.1,41
2015,12.29225034,7755,2010,0,5055,2,2,1.5,1,3,7,6.8,52
2014,13.30468493,6536,2600,0,547,2,4,2.5,1,3,9,7.3,99
2015,13.20854107,7210,1890,0,3676,1,4,2.25,0,3,8,7.4,67
2015,14.69430709,23250,3600,1000,5351,1.5,5,2.5,1,3,9,8,18
2015,13.03898177,5050,1216,792,543,1,5,3,0,3,7,6.8,92
2014,12.95984445,6413,880,0,3696,1,2,1,0,3,7,6.8,50
2014,13.0280527,8360,850,850,0,1,3,1.75,0,4,7,7.7,55
2015,12.65427791,12821,1730,0,8555,1,3,2,0,3,8,7.4,94
2014,13.5670492,59863,2490,1420,20276,2,4,3.5,1,4,10,9.1,87
2014,12.75274792,9682,2160,0,2403,2,4,2.5,1,3,8,7.1,99
2015,12.40081672,8034,1200,0,4329,1,3,1.75,0,5,7,8.7,75
2014,13.41503299,9600,2660,1200,1787,1,5,3.5,0,4,8,8.3,73
2015,12.69158046,7560,840,480,4614,1,3,1.5,0,3,6,6.7,83
2014,12.54610995,12500,1060,220,4383,1,2,1,0,3,7,7,51
2015,11.77528973,5100,1100,0,0,1,3,1,0,4,7,7.6,13
2014,12.7367009,9798,2170,0,3502,2,3,2.5,1,3,7,7.4,95
2015,13.09190417,51396,2720,0,14902,2,4,2.75,1,4,8,8.4,77
2014,13.37368225,6398,2520,0,889,2,4,2.75,1,3,8,7.4,114
2014,13.52382046,4800,1280,1280,1615,1,3,1.75,0,3,7,6.6,11
2014,13.23560277,7200,2250,400,2689,2,4,2.5,1,3,8,7.6,79
2014,13.26609655,7200,2870,0,1032,2,4,2.75,1,3,9,7.6,108
2014,13.26212532,2726,880,350,14,1.5,2,1,1,3,7,7.2,20
2014,12.56723749,6000,1450,0,0,1,3,1,0,4,7,7.7,53
2014,13.95440256,9889,2500,680,4643,2,4,3.75,1,3,9,7.6,112
2015,12.72188581,8900,900,900,768,1,2,1,0,3,6,6.8,45
2015,12.8346813,12500,2020,0,5497,2,4,2.25,1,2,8,6.5,66
2015,12.69158046,14823,620,0,5910,1,2,1,0,3,6,6.8,26
2015,13.18063229,220414,1330,860,72860,1,3,2.25,0,4,7,7.8,76
2015,12.56723749,7081,1470,510,75,1,4,2.25,0,3,7,6.8,77
2015,12.67607627,7000,1810,1160,2660,1,5,3,0,3,8,7.1,79
2014,12.95984445,4400,2270,0,1591,2,4,2.5,1,3,7,7.2,106
2014,13.21767356,6009,1630,0,3548,1,3,1,0,4,8,8.1,54
2014,11.81303006,8450,1120,400,71,1,3,1,0,2,6,5.5,61
2014,13.45166712,5687,2080,0,1523,1.5,3,1.75,1,4,8,8.2,24
2015,13.79019275,9648,1980,1040,0,1,5,2.5,0,4,9,8.6,77
2014,12.25486281,28710,1180,1000,10898,1,4,1.75,0,3,8,7.2,50
2014,13.15773052,8768,1050,730,1903,1,4,1.75,0,4,7,7.7,51
2014,12.72337724,6780,1370,0,49,2,3,1,1,3,6,6.6,30
2014,13.52782849,7020,2050,1000,2069,2,4,3.5,1,3,9,7.7,84
2014,13.15192218,12000,1490,0,6879,1,3,1.75,0,4,7,7.9,56
2014,12.74984937,5453,1050,750,1725,1,4,2.75,0,3,7,7,102
2014,13.06048797,6723,1160,600,3369,1,3,1.5,0,3,7,7.1,58
2014,13.31488276,9848,1370,400,4515,1,4,1.75,0,3,8,7.4,67
2014,12.58450908,7712,1600,1310,1383,1,4,2.75,0,3,7,6.8,98
2015,13.01700286,426452,2880,0,142504,2,3,2.5,1,3,7,7,79
2014,12.9692122,5043,1260,1260,2990,1,3,1.75,0,3,8,7.3,57
2014,13.54763111,38119,3190,0,9885,2,4,2.5,1,3,9,7.7,88
2015,12.95984445,2500,540,0,1494,1,2,1,0,3,5,6.6,5
2015,13.13231371,5340,3170,0,1150,2,4,2.5,1,3,7,7,100
2015,13.20844933,7371,1830,0,4227,1,3,1.75,0,3,7,6.9,57
2014,12.85317589,4840,1360,0,1131,1.5,3,2,1,3,8,7.4,36
2014,13.07107008,25157,1870,0,7967,2,3,1.75,1,3,7,7,78
2015,12.77987307,4790,1370,0,3465,2,3,1.5,1,4,7,7.8,82
2014,12.92391244,9000,1700,0,1935,1,4,2.5,0,5,7,8.4,72
2015,13.01700286,5008,980,980,129,1,4,2,0,3,6,6.6,0
2014,13.24458101,9066,2070,2070,0,1,7,4.5,0,3,7,6.9,78
2015,13.17893273,6528,1290,0,1815,1.5,2,1,1,4,7,8,41
2015,13.02254304,6454,2460,0,6454,2,4,2.5,1,3,7,7.1,106
2014,12.40901349,8000,1040,540,787,1,4,2,0,3,7,6.9,67
2015,12.9360338,2550,700,0,2550,1,1,1,0,3,6,6.6,54
2014,13.32121424,15899,2410,0,2433,2,4,2.5,1,3,9,8,90
2014,12.80353458,9702,1090,1090,1059,1,4,1.75,0,5,7,8.8,62
2015,13.142166,12630,1230,720,2171,1,3,2.75,0,4,8,7.9,69
2015,13.38472764,28298,2630,0,6715,2,4,2.5,1,3,8,7.3,96
2015,12.5776362,9015,2050,0,1905,2,4,2.5,1,4,7,7.7,73
2015,12.04355372,6750,790,0,4041,1,3,1,0,2,6,5.8,44
2015,13.142166,5280,1070,0,2952,1,2,1,0,3,6,6.6,0
2014,14.639686,307752,9410,4130,96446,3,7,8,2,3,12,8.8,99
2014,12.66349749,7379,2320,0,3283,2,4,2.5,1,3,8,6.9,87
2014,13.44444688,13463,2670,0,642,2,4,2.5,1,4,9,8.5,89
2014,12.20582261,5200,700,0,3363,1,2,1,0,5,5,8,52
2014,12.24047407,7740,860,0,0,1,3,1,0,3,6,6.4,60
2015,13.01689174,8400,3490,0,2956,1.5,4,2.25,1,4,8,8.4,76
2015,12.79815562,257875,1160,0,86768,1,3,1.75,0,2,7,5.9,80
2014,13.62192581,57538,3650,0,16631,2,4,3.5,1,3,10,8.1,96
2015,13.19375337,10050,1550,0,4756,1,3,1.75,0,5,7,8.7,57
2014,13.63925059,9525,2620,0,1068,2.5,4,2.5,1,4,9,8.5,74
2014,12.32385568,4758,720,0,1996,1,2,1,0,3,6,6.5,47
2015,12.70654486,5198,1380,0,3802,1,3,2,0,4,7,7.7,82
2015,12.55143383,34925,1170,0,13193,1,4,1,0,4,6,7.5,42
2015,12.34561717,11960,1170,0,5136,1,3,1.75,0,4,7,7.9,69
2015,13.12236338,12059,1270,360,2746,1,2,1,0,3,7,7.2,47
2014,13.11231304,6557,1890,0,3562,1,3,1.75,0,3,8,7.5,67
2014,11.91505167,9450,1010,0,3030,1,3,1,0,4,7,7.5,59
2014,13.49530529,10033,1420,620,3448,1,3,2.5,0,4,8,8.2,74
2015,13.70903831,10295,4080,0,1936,2,4,2.5,1,3,10,8,98
2015,12.66665705,8925,1270,0,0,1,3,1,0,5,7,9,55
2015,12.88664104,3000,790,0,757,1,1,1,0,3,6,6.8,53
2015,12.79385931,6740,2580,0,3107,2,4,3,1,3,8,7.4,99
2014,13.25339164,6738,2290,0,721,2,4,2.5,1,3,8,7.5,96
2014,12.67607627,5000,3490,0,0,2,4,2.5,1,3,8,7.3,103
2014,12.67607627,30185,1510,0,8198,1.5,3,1.75,1,3,7,7.2,76
2015,12.49874226,4564,2400,0,616,2,5,2.5,1,3,7,6.7,104
2014,12.16002871,3400,900,0,2230,1,2,1,0,5,6,8.2,5
2014,12.89921983,7440,910,360,4082,1,2,1,0,4,7,7.8,49
2014,13.15192218,5000,1050,0,0,1,2,1,0,5,7,8.8,7
2015,13.32121424,9010,2950,0,5831,2,4,2.5,1,3,9,7.4,104
2014,13.19561384,3060,1060,790,0,1,2,1.75,0,3,7,7.1,29
2014,12.97618087,4036,1970,0,796,2,3,2.5,1,4,7,7.9,103
2015,12.72188581,8592,2400,0,514,2,4,2.25,1,3,8,7.1,78
2015,12.6181823,8642,2060,300,6088,1.5,5,1.75,1,5,7,8.9,26
2014,13.57661865,9382,1080,500,2836,1,4,1.75,0,3,7,7,63
2014,12.94800999,7055,1520,270,3883,1,3,1,0,5,8,9,37
2014,13.23569206,216493,2840,0,72518,2,3,2.5,1,3,9,7.8,91
2015,13.19002203,6634,1970,0,1335,2,3,2.5,1,3,8,7.4,89
2014,12.64432758,6771,1230,550,2528,1,3,2.5,0,3,7,6.9,90
2014,13.54107371,5250,2560,1360,1161,1.5,5,2,1,5,7,8.9,10
2014,12.39875699,1905,1550,0,1905,2,3,1.75,1,3,7,7,105
2015,14.08782515,7200,2980,0,2472,1.5,6,3,1,3,8,7.6,11
2014,12.36734079,7153,1270,0,1687,1,3,1,0,5,6,8.4,49
